image_name,tags
file_6566,haze primary
file_6567,agriculture haze clear road primary cultivation
file_6568,agriculture water habitation clear road primary cultivation
file_6569,clear primary
file_657,agriculture clear primary cultivation
file_6570,agriculture water clear road primary
file_6571,clear primary
file_6572,agriculture clear road primary cultivation
file_6573,cloudy
file_6574,agriculture clear road primary
file_6575,agriculture habitation clear road primary
file_6576,agriculture habitation clear road primary
file_6577,agriculture habitation clear road primary
file_6578,partly_cloudy primary
file_6579,clear primary
file_658,clear primary
file_6580,partly_cloudy primary
file_6581,agriculture water habitation clear road primary cultivation
file_6582,agriculture water clear primary
file_6583,cloudy
file_6584,clear primary
file_6585,clear primary
file_6586,agriculture partly_cloudy primary cultivation
file_6587,haze primary
file_6588,clear primary
file_6589,clear primary
file_659,clear primary
file_6590,partly_cloudy primary
file_6591,agriculture water clear road primary
file_6592,clear primary
file_6593,clear primary
file_6594,agriculture water habitation clear road primary cultivation
file_6595,cloudy
file_6596,clear primary
file_6597,partly_cloudy primary
file_6598,agriculture habitation clear road primary cultivation
file_6599,clear primary
file_66,agriculture water habitation clear road primary cultivation
file_660,water clear primary
file_6600,haze clear primary
file_6601,partly_cloudy primary
file_6602,clear primary
file_6603,clear primary
file_6604,agriculture clear primary cultivation
file_6605,agriculture water habitation clear road primary
file_6606,agriculture clear road primary cultivation
file_6607,agriculture clear primary cultivation
file_6608,haze primary
file_6609,cloudy
file_661,agriculture clear primary
file_6610,clear primary
file_6611,partly_cloudy clear primary
file_6612,agriculture water clear road primary
file_6613,clear primary
file_6614,agriculture water habitation clear road primary
file_6615,clear primary
file_6616,agriculture water clear road primary
file_6617,agriculture water clear road primary
file_6618,agriculture clear primary cultivation
file_6619,clear primary
file_662,clear primary
file_6620,agriculture clear primary cultivation
file_6621,agriculture partly_cloudy water habitation clear road primary cultivation
file_6622,agriculture water clear road primary
file_6623,clear primary
file_6624,clear primary
file_6625,agriculture clear primary cultivation
file_6626,partly_cloudy haze primary
file_6627,clear primary
file_6628,agriculture clear primary cultivation
file_6629,agriculture clear primary cultivation
file_663,clear primary
file_6630,clear primary
file_6631,artisinal_mine water clear road primary
file_6632,agriculture partly_cloudy water habitation road primary
file_6633,agriculture partly_cloudy water road primary
file_6634,agriculture clear primary cultivation
file_6635,clear primary
file_6636,cloudy
file_6637,clear primary
file_6638,agriculture clear primary cultivation
file_6639,clear primary
file_664,agriculture water clear road primary
file_6640,clear primary
file_6641,agriculture partly_cloudy water road primary
file_6642,clear primary
file_6643,agriculture clear primary cultivation
file_6644,agriculture habitation clear road primary
file_6645,clear primary
file_6646,agriculture clear road primary
file_6647,clear primary
file_6648,haze clear primary
file_6649,agriculture water clear road primary
file_665,clear primary
file_6650,clear primary
file_6651,agriculture partly_cloudy water primary
file_6652,agriculture clear road primary
file_6653,cloudy
file_6654,water clear road primary
file_6655,clear primary
file_6656,agriculture clear road primary
file_6657,agriculture clear road primary cultivation
file_6658,clear primary
file_6659,agriculture water habitation clear road primary
file_666,clear primary
file_6660,clear primary
file_6661,agriculture water haze road primary
file_6662,agriculture habitation clear road primary cultivation
file_6663,agriculture haze clear road primary
file_6664,clear primary
file_6665,agriculture clear road primary cultivation
file_6666,water clear primary
file_6667,clear primary
file_6668,clear primary
file_6669,agriculture habitation clear road primary cultivation
file_667,partly_cloudy primary
file_6670,agriculture habitation clear road primary
file_6671,cloudy
file_6672,agriculture water clear primary
file_6673,haze primary
file_6674,clear primary
file_6675,clear primary
file_6676,agriculture water clear road primary
file_6677,agriculture water habitation clear road primary cultivation
file_6678,clear primary
file_6679,water cloudy clear
file_668,cloudy
file_6680,agriculture partly_cloudy road primary
file_6681,agriculture clear primary cultivation
file_6682,agriculture water clear road primary
file_6683,agriculture habitation clear road primary
file_6684,agriculture clear primary cultivation
file_6685,clear primary
file_6686,haze primary
file_6687,agriculture habitation clear road primary
file_6688,clear road primary
file_6689,agriculture partly_cloudy water road primary cultivation
file_669,partly_cloudy clear primary
file_6690,agriculture clear road primary
file_6691,clear primary
file_6692,clear primary
file_6693,clear primary
file_6694,clear primary
file_6695,clear primary
file_6696,clear primary
file_6697,agriculture partly_cloudy clear road primary
file_6698,clear primary
file_6699,agriculture habitation clear road primary cultivation
file_67,clear primary
file_670,clear primary
file_6700,clear primary
file_6701,partly_cloudy primary
file_6702,agriculture water clear bare_ground road primary
file_6703,partly_cloudy clear primary
file_6704,agriculture partly_cloudy water habitation clear road primary
file_6705,agriculture water habitation clear road primary
file_6706,agriculture partly_cloudy habitation clear road primary cultivation
file_6707,clear primary
file_6708,agriculture clear primary cultivation
file_6709,agriculture partly_cloudy water clear road primary
file_671,clear primary
file_6710,clear primary
file_6711,water clear primary
file_6712,agriculture water clear road primary
file_6713,clear primary
file_6714,agriculture haze clear road primary
file_6715,agriculture water habitation clear road primary
file_6716,agriculture water clear selective_logging road primary cultivation
file_6717,agriculture water clear road primary cultivation
file_6718,partly_cloudy primary
file_6719,clear primary
file_672,agriculture water haze clear road primary
file_6720,agriculture water clear primary
file_6721,clear primary
file_6722,cloudy
file_6723,agriculture water clear primary
file_6724,partly_cloudy primary
file_6725,cloudy
file_6726,cloudy
file_6727,agriculture water clear road primary
file_6728,agriculture clear primary
file_6729,cloudy
file_673,agriculture water clear road primary
file_6730,haze primary
file_6731,clear primary
file_6732,agriculture water clear primary
file_6733,artisinal_mine water clear road primary
file_6734,water habitation clear road primary
file_6735,partly_cloudy primary
file_6736,agriculture water habitation clear road primary
file_6737,agriculture clear road primary cultivation
file_6738,agriculture clear primary cultivation
file_6739,cloudy
file_674,agriculture habitation clear road primary
file_6740,clear primary
file_6741,agriculture habitation clear road primary
file_6742,agriculture water haze primary
file_6743,water cloudy haze primary
file_6744,clear primary
file_6745,agriculture partly_cloudy road primary
file_6746,agriculture partly_cloudy clear road primary cultivation
file_6747,agriculture habitation clear road primary cultivation
file_6748,partly_cloudy primary
file_6749,partly_cloudy clear primary
file_675,partly_cloudy primary
file_6750,clear primary
file_6751,agriculture partly_cloudy road primary
file_6752,agriculture water haze clear primary
file_6753,agriculture habitation clear road primary
file_6754,clear primary
file_6755,partly_cloudy clear primary
file_6756,clear primary
file_6757,agriculture water habitation clear primary cultivation
file_6758,agriculture habitation clear road primary
file_6759,clear primary
file_676,agriculture partly_cloudy primary
file_6760,agriculture partly_cloudy clear primary cultivation
file_6761,clear primary
file_6762,agriculture water clear primary
file_6763,agriculture water habitation clear road primary
file_6764,agriculture clear road primary
file_6765,agriculture water clear road primary
file_6766,agriculture habitation clear road primary
file_6767,agriculture clear road primary
file_6768,clear primary
file_6769,agriculture water habitation clear road primary cultivation
file_677,clear primary
file_6770,agriculture water clear selective_logging road primary
file_6771,agriculture partly_cloudy road primary
file_6772,agriculture water clear road primary
file_6773,agriculture water habitation clear road primary
file_6774,clear primary
file_6775,agriculture clear primary
file_6776,clear primary
file_6777,agriculture water clear primary
file_6778,water clear road primary
file_6779,agriculture partly_cloudy water road primary
file_678,partly_cloudy primary
file_6780,agriculture clear road primary
file_6781,partly_cloudy primary
file_6782,agriculture water clear road primary
file_6783,agriculture water habitation clear road primary
file_6784,agriculture haze clear road primary
file_6785,water clear primary
file_6786,agriculture water haze clear road primary
file_6787,agriculture water clear road primary
file_6788,clear primary
file_6789,clear primary
file_679,agriculture partly_cloudy habitation road primary
file_6790,agriculture habitation clear road primary
file_6791,agriculture partly_cloudy water primary
file_6792,water clear road primary
file_6793,clear primary
file_6794,water clear road primary
file_6795,partly_cloudy primary
file_6796,agriculture water haze clear road primary
file_6797,agriculture clear bare_ground road primary
file_6798,agriculture water haze clear road primary
file_6799,partly_cloudy water cloudy primary
file_68,agriculture partly_cloudy habitation road primary cultivation
file_680,agriculture partly_cloudy primary
file_6800,agriculture partly_cloudy water haze primary
file_6801,agriculture water clear primary
file_6802,clear primary
file_6803,agriculture clear road primary
file_6804,agriculture partly_cloudy water primary
file_6805,agriculture partly_cloudy water clear primary cultivation
file_6806,clear primary
file_6807,clear primary
file_6808,clear primary
file_6809,agriculture habitation clear road primary cultivation
file_681,agriculture clear primary cultivation
file_6810,artisinal_mine water clear road primary
file_6811,agriculture clear primary cultivation
file_6812,clear primary
file_6813,agriculture habitation clear road primary
file_6814,partly_cloudy primary
file_6815,partly_cloudy primary
file_6816,clear primary
file_6817,clear primary
file_6818,agriculture habitation clear road primary cultivation
file_6819,clear primary
file_682,partly_cloudy cloudy primary
file_6820,agriculture water clear road primary
file_6821,clear primary
file_6822,agriculture clear road primary cultivation
file_6823,clear primary
file_6824,agriculture water clear road primary
file_6825,clear primary
file_6826,agriculture water clear road primary
file_6827,clear primary
file_6828,agriculture clear primary cultivation
file_6829,agriculture clear primary cultivation
file_683,clear primary
file_6830,agriculture clear primary cultivation
file_6831,partly_cloudy primary
file_6832,clear primary
file_6833,agriculture clear road primary
file_6834,clear primary
file_6835,clear primary
file_6836,water clear road primary
file_6837,water haze primary
file_6838,agriculture clear road primary cultivation
file_6839,artisinal_mine agriculture water habitation clear road primary
file_684,water clear primary
file_6840,partly_cloudy primary
file_6841,agriculture water habitation clear road primary
file_6842,agriculture water habitation clear road primary
file_6843,agriculture clear road primary
file_6844,agriculture water habitation clear road primary
file_6845,agriculture clear road primary
file_6846,agriculture clear primary cultivation
file_6847,agriculture clear primary cultivation
file_6848,clear primary
file_6849,agriculture clear road primary
file_685,clear primary
file_6850,partly_cloudy primary
file_6851,agriculture partly_cloudy road primary
file_6852,agriculture habitation clear road primary
file_6853,agriculture water clear primary
file_6854,water clear road primary
file_6855,clear primary
file_6856,clear primary
file_6857,agriculture partly_cloudy clear road primary
file_6858,agriculture water habitation haze clear road primary cultivation
file_6859,clear primary
file_686,cloudy
file_6860,partly_cloudy primary
file_6861,agriculture clear primary cultivation
file_6862,clear primary
file_6863,haze clear primary
file_6864,agriculture habitation clear road primary cultivation
file_6865,clear primary
file_6866,agriculture clear primary cultivation
file_6867,clear primary
file_6868,agriculture habitation clear road primary
file_6869,clear primary
file_687,agriculture habitation clear road primary cultivation
file_6870,cloudy
file_6871,haze primary
file_6872,agriculture water clear road primary
file_6873,agriculture clear primary cultivation
file_6874,agriculture water habitation clear road primary
file_6875,clear primary
file_6876,clear primary
file_6877,agriculture water habitation clear road primary
file_6878,partly_cloudy primary
file_6879,clear primary
file_688,agriculture habitation clear road primary
file_6880,agriculture water clear road primary
file_6881,agriculture clear primary cultivation
file_6882,agriculture water haze road primary
file_6883,agriculture water habitation clear road primary cultivation
file_6884,clear primary
file_6885,clear primary
file_6886,haze clear primary
file_6887,agriculture clear primary cultivation
file_6888,agriculture water clear road primary
file_6889,agriculture clear road primary cultivation
file_689,clear primary
file_6890,agriculture water clear road primary cultivation
file_6891,clear primary
file_6892,agriculture water habitation clear road primary cultivation
file_6893,agriculture water habitation clear road primary
file_6894,haze primary
file_6895,agriculture partly_cloudy clear primary cultivation
file_6896,clear primary
file_6897,partly_cloudy primary
file_6898,haze primary
file_6899,agriculture water habitation clear bare_ground road primary
file_69,agriculture habitation clear road primary
file_690,agriculture habitation clear road primary
file_6900,clear primary
file_6901,agriculture haze primary cultivation
file_6902,partly_cloudy primary
file_6903,clear primary
file_6904,clear primary
file_6905,agriculture water clear road primary
file_6906,partly_cloudy primary
file_6907,clear primary
file_6908,clear primary
file_6909,clear primary
file_691,clear primary
file_6910,clear primary
file_6911,agriculture habitation clear road primary
file_6912,water clear primary
file_6913,clear primary
file_6914,agriculture partly_cloudy road primary
file_6915,clear primary
file_6916,haze primary
file_6917,water cloudy clear
file_6918,haze primary
file_6919,agriculture clear road primary
file_692,clear primary
file_6920,agriculture water clear road primary cultivation
file_6921,agriculture clear road primary cultivation
file_6922,agriculture partly_cloudy road primary
file_6923,agriculture water clear road primary
file_6924,agriculture haze clear road primary
file_6925,water cloudy clear
file_6926,agriculture clear primary cultivation
file_6927,agriculture water habitation clear road primary
file_6928,agriculture partly_cloudy road primary
file_6929,agriculture water habitation clear road primary cultivation
file_693,clear primary
file_6930,agriculture habitation clear road primary
file_6931,agriculture haze clear primary cultivation
file_6932,clear primary
file_6933,agriculture clear road primary
file_6934,agriculture partly_cloudy road primary
file_6935,agriculture water habitation clear road primary
file_6936,agriculture clear primary cultivation
file_6937,agriculture clear primary cultivation
file_6938,haze clear primary
file_6939,agriculture water clear road primary cultivation
file_694,clear primary
file_6940,clear primary
file_6941,clear primary
file_6942,agriculture water habitation clear road primary cultivation
file_6943,agriculture clear primary
file_6944,clear primary
file_6945,clear primary
file_6946,cloudy haze primary
file_6947,clear primary
file_6948,agriculture habitation clear road primary cultivation
file_6949,partly_cloudy primary
file_695,clear primary
file_6950,clear primary
file_6951,partly_cloudy cloudy primary
file_6952,clear primary
file_6953,agriculture clear road primary
file_6954,agriculture habitation clear road primary cultivation
file_6955,haze primary
file_6956,haze primary
file_6957,cloudy
file_6958,agriculture water clear road primary
file_6959,agriculture water habitation clear road primary
file_696,agriculture partly_cloudy primary
file_6960,agriculture water haze clear road primary
file_6961,agriculture water habitation clear road primary
file_6962,agriculture clear road primary cultivation
file_6963,cloudy
file_6964,agriculture water habitation clear road primary cultivation
file_6965,agriculture partly_cloudy primary
file_6966,water clear road primary
file_6967,partly_cloudy primary
file_6968,agriculture partly_cloudy water habitation road primary cultivation
file_6969,agriculture clear primary cultivation
file_697,agriculture habitation clear road primary cultivation
file_6970,cloudy
file_6971,agriculture water clear primary
file_6972,agriculture habitation clear bare_ground road primary
file_6973,agriculture haze clear road primary cultivation
file_6974,haze primary
file_6975,agriculture water clear primary
file_6976,clear primary
file_6977,agriculture clear road primary cultivation
file_6978,agriculture clear road primary
file_6979,agriculture water clear primary
file_698,partly_cloudy primary
file_6980,clear primary
file_6981,clear primary
file_6982,partly_cloudy primary
file_6983,agriculture partly_cloudy habitation road primary
file_6984,clear primary
file_6985,water clear road primary
file_6986,partly_cloudy primary
file_6987,clear primary
file_6988,clear primary
file_6989,agriculture clear primary
file_699,clear primary
file_6990,clear primary
file_6991,clear primary
file_6992,agriculture clear road primary
file_6993,agriculture clear primary cultivation
file_6994,agriculture partly_cloudy water habitation road primary cultivation
file_6995,agriculture partly_cloudy clear road primary
file_6996,clear primary
file_6997,agriculture habitation clear road primary
file_6998,clear primary
file_6999,clear primary
file_7,clear primary
file_70,clear primary
file_700,clear primary
file_7000,partly_cloudy primary
file_7001,agriculture water clear road primary
file_7002,clear primary
file_7003,agriculture habitation clear road primary cultivation
file_7004,agriculture water habitation haze road primary
file_7005,agriculture water haze clear primary
file_7006,agriculture water clear primary cultivation
file_7007,clear primary
file_7008,agriculture partly_cloudy road primary
file_7009,agriculture habitation clear road primary
file_701,agriculture habitation clear road primary cultivation
file_7010,agriculture partly_cloudy water clear primary cultivation
file_7011,agriculture partly_cloudy water road primary
file_7012,clear primary
file_7013,agriculture water clear road primary
file_7014,agriculture partly_cloudy primary cultivation
file_7015,partly_cloudy primary
file_7016,agriculture partly_cloudy cloudy primary
file_7017,clear primary
file_7018,clear primary
file_7019,partly_cloudy primary
file_702,clear primary
file_7020,agriculture water clear road primary
file_7021,clear primary
file_7022,agriculture partly_cloudy clear primary cultivation
file_7023,agriculture partly_cloudy road primary
file_7024,clear primary
file_7025,clear primary
file_7026,partly_cloudy water primary
file_7027,agriculture water clear road primary
file_7028,clear primary
file_7029,clear primary
file_703,agriculture partly_cloudy water road primary
file_7030,partly_cloudy primary
file_7031,clear primary
file_7032,agriculture clear primary cultivation
file_7033,clear primary
file_7034,partly_cloudy primary
file_7035,clear primary
file_7036,agriculture clear road primary cultivation
file_7037,water clear road primary
file_7038,haze primary
file_7039,agriculture water habitation clear road primary cultivation
file_704,agriculture water habitation clear road primary
file_7040,agriculture water clear road primary
file_7041,agriculture clear road primary
file_7042,clear primary
file_7043,clear primary
file_7044,agriculture habitation clear road primary
file_7045,clear primary
file_7046,clear primary
file_7047,agriculture clear road primary
file_7048,agriculture clear road primary
file_7049,clear primary
file_705,haze primary
file_7050,agriculture clear road primary
file_7051,partly_cloudy primary
file_7052,agriculture clear road primary
file_7053,clear primary
file_7054,agriculture water habitation clear road primary
file_7055,agriculture clear primary
file_7056,clear primary
file_7057,cloudy haze primary
file_7058,agriculture partly_cloudy water habitation road primary
file_7059,clear primary
file_706,agriculture clear primary cultivation
file_7060,water clear road primary
file_7061,partly_cloudy primary
file_7062,partly_cloudy primary
file_7063,haze primary
file_7064,clear primary
file_7065,water clear primary
file_7066,clear primary
file_7067,agriculture habitation clear road primary
file_7068,agriculture water clear road primary
file_7069,clear primary
file_707,clear primary
file_7070,partly_cloudy primary
file_7071,agriculture water haze road primary
file_7072,agriculture clear road primary cultivation
file_7073,partly_cloudy primary
file_7074,clear primary
file_7075,clear primary
file_7076,water clear primary
file_7077,agriculture water clear primary
file_7078,agriculture water habitation clear road primary
file_7079,clear primary
file_708,clear primary
file_7080,agriculture water habitation clear road primary cultivation
file_7081,clear primary
file_7082,agriculture partly_cloudy water habitation road primary cultivation
file_7083,agriculture clear road primary
file_7084,clear primary
file_7085,agriculture clear road primary cultivation
file_7086,partly_cloudy primary
file_7087,agriculture habitation clear road primary cultivation
file_7088,clear primary
file_7089,partly_cloudy water primary
file_709,agriculture water habitation clear road primary
file_7090,clear primary
file_7091,clear primary
file_7092,water clear road primary
file_7093,agriculture water clear road primary
file_7094,water haze clear primary
file_7095,water clear primary
file_7096,agriculture water haze primary
file_7097,cloudy
file_7098,agriculture partly_cloudy water primary
file_7099,partly_cloudy water primary
file_71,agriculture habitation clear road primary cultivation
file_710,agriculture water clear road primary
file_7100,clear primary
file_7101,agriculture partly_cloudy primary cultivation
file_7102,clear primary
file_7103,cloudy
file_7104,water clear primary
file_7105,agriculture clear road primary
file_7106,clear primary
file_7107,agriculture clear road primary
file_7108,cloudy haze primary
file_7109,agriculture water clear primary
file_711,clear primary
file_7110,agriculture water clear primary
file_7111,clear primary
file_7112,agriculture water clear primary
file_7113,clear primary
file_7114,cloudy haze primary
file_7115,agriculture partly_cloudy water primary
file_7116,artisinal_mine partly_cloudy water clear road primary
file_7117,clear primary
file_7118,agriculture water clear primary
file_7119,water clear primary
file_712,cloudy haze primary
file_7120,agriculture partly_cloudy water habitation road primary
file_7121,clear primary
file_7122,clear primary
file_7123,agriculture water clear road primary
file_7124,agriculture habitation clear road primary
file_7125,partly_cloudy cloudy primary
file_7126,clear primary
file_7127,clear primary
file_7128,agriculture clear primary cultivation
file_7129,partly_cloudy primary
file_713,clear selective_logging primary
file_7130,partly_cloudy primary
file_7131,clear primary
file_7132,agriculture water haze clear road primary
file_7133,agriculture habitation clear road primary cultivation
file_7134,agriculture water clear primary cultivation
file_7135,agriculture habitation clear road primary cultivation
file_7136,agriculture water clear road primary
file_7137,clear primary
file_7138,agriculture clear primary cultivation
file_7139,clear primary
file_714,clear primary
file_7140,agriculture water habitation clear road primary cultivation
file_7141,agriculture habitation clear road primary cultivation
file_7142,agriculture water clear primary
file_7143,agriculture water habitation clear road primary
file_7144,clear primary
file_7145,agriculture water habitation clear road primary cultivation
file_7146,agriculture habitation clear road primary
file_7147,agriculture water clear primary
file_7148,agriculture partly_cloudy primary
file_7149,agriculture habitation clear road primary
file_715,water clear primary
file_7150,agriculture water habitation clear road primary
file_7151,agriculture water clear road primary
file_7152,agriculture partly_cloudy habitation road primary
file_7153,agriculture haze clear road primary cultivation
file_7154,clear primary
file_7155,agriculture water haze clear road primary
file_7156,agriculture water clear road primary cultivation
file_7157,clear primary
file_7158,agriculture water clear primary cultivation
file_7159,agriculture haze clear primary cultivation
file_716,partly_cloudy primary
file_7160,clear primary
file_7161,clear primary
file_7162,artisinal_mine water habitation clear road primary
file_7163,agriculture partly_cloudy habitation clear road primary cultivation
file_7164,clear primary
file_7165,clear primary
file_7166,cloudy
file_7167,agriculture water clear primary
file_7168,agriculture partly_cloudy primary
file_7169,agriculture clear primary cultivation
file_717,agriculture clear primary
file_7170,cloudy haze primary
file_7171,agriculture water clear road primary
file_7172,clear primary
file_7173,cloudy
file_7174,partly_cloudy clear primary
file_7175,agriculture habitation clear road primary cultivation
file_7176,agriculture water clear primary
file_7177,agriculture water habitation clear road primary
file_7178,agriculture clear primary cultivation
file_7179,clear primary
file_718,clear primary
file_7180,agriculture water habitation clear road primary
file_7181,clear primary
file_7182,cloudy haze primary
file_7183,agriculture water clear primary
file_7184,partly_cloudy primary
file_7185,partly_cloudy primary
file_7186,clear primary
file_7187,agriculture habitation clear road primary cultivation
file_7188,clear primary
file_7189,clear primary
file_719,agriculture habitation clear road primary cultivation
file_7190,clear primary
file_7191,agriculture water habitation clear road primary
file_7192,clear primary
file_7193,agriculture water clear road primary
file_7194,agriculture water habitation clear road primary
file_7195,cloudy
file_7196,agriculture partly_cloudy cloudy haze primary
file_7197,agriculture water clear road primary
file_7198,agriculture partly_cloudy habitation clear road primary cultivation
file_7199,clear primary
file_72,agriculture partly_cloudy water clear primary
file_720,partly_cloudy clear primary
file_7200,clear primary
file_7201,agriculture water clear primary
file_7202,clear primary
file_7203,agriculture water clear road primary
file_7204,clear primary
file_7205,agriculture water habitation clear road primary
file_7206,partly_cloudy clear primary
file_7207,haze clear primary
file_7208,clear primary
file_7209,clear primary
file_721,clear primary
file_7210,agriculture clear road primary
file_7211,partly_cloudy primary
file_7212,clear primary
file_7213,agriculture clear road primary
file_7214,partly_cloudy primary
file_7215,agriculture clear road primary cultivation
file_7216,agriculture water habitation clear road primary cultivation
file_7217,clear primary
file_7218,partly_cloudy primary
file_7219,agriculture clear primary cultivation
file_722,clear primary
file_7220,clear primary
file_7221,clear primary
file_7222,agriculture clear road primary cultivation
file_7223,clear primary
file_7224,agriculture clear primary cultivation
file_7225,clear primary
file_7226,clear primary
file_7227,agriculture partly_cloudy water road primary
file_7228,agriculture clear primary cultivation
file_7229,agriculture water haze road primary
file_723,agriculture clear road primary
file_7230,clear primary
file_7231,agriculture partly_cloudy water primary
file_7232,agriculture clear primary
file_7233,agriculture clear primary cultivation
file_7234,clear primary
file_7235,artisinal_mine water clear road primary
file_7236,agriculture water habitation clear road primary
file_7237,agriculture partly_cloudy road primary
file_7238,agriculture clear road primary cultivation
file_7239,clear primary
file_724,agriculture clear primary cultivation
file_7240,cloudy
file_7241,clear primary
file_7242,partly_cloudy water primary
file_7243,agriculture water clear primary
file_7244,clear primary
file_7245,cloudy
file_7246,clear primary
file_7247,clear primary
file_7248,cloudy haze primary
file_7249,agriculture water clear primary
file_725,agriculture water habitation clear road primary
file_7250,clear primary
file_7251,agriculture partly_cloudy habitation road primary
file_7252,clear primary
file_7253,agriculture partly_cloudy water habitation clear road primary
file_7254,agriculture clear primary cultivation
file_7255,agriculture clear primary cultivation
file_7256,agriculture water haze clear road primary
file_7257,clear primary
file_7258,agriculture water habitation clear road primary cultivation
file_7259,clear primary
file_726,agriculture water clear road primary
file_7260,cloudy
file_7261,agriculture partly_cloudy water cloudy primary
file_7262,agriculture clear primary cultivation
file_7263,clear primary
file_7264,clear primary
file_7265,agriculture water habitation clear road primary
file_7266,agriculture habitation clear road primary
file_7267,agriculture haze clear primary cultivation
file_7268,water clear road primary
file_7269,partly_cloudy primary
file_727,clear primary
file_7270,agriculture clear road primary cultivation
file_7271,agriculture water clear road primary
file_7272,haze primary
file_7273,water clear primary
file_7274,agriculture water habitation clear road primary
file_7275,agriculture habitation clear road primary
file_7276,water cloudy clear primary
file_7277,cloudy
file_7278,clear primary
file_7279,partly_cloudy primary
file_728,agriculture partly_cloudy water road primary
file_7280,agriculture partly_cloudy water habitation clear road primary
file_7281,clear primary
file_7282,agriculture partly_cloudy haze clear primary
file_7283,clear primary
file_7284,agriculture habitation clear road primary cultivation
file_7285,clear primary
file_7286,clear primary
file_7287,partly_cloudy primary
file_7288,clear primary
file_7289,water cloudy clear
file_729,agriculture partly_cloudy primary cultivation
file_7290,agriculture clear road primary
file_7291,agriculture clear primary cultivation
file_7292,clear primary
file_7293,agriculture water clear road primary
file_7294,agriculture clear primary cultivation
file_7295,partly_cloudy primary
file_7296,water clear primary
file_7297,agriculture water clear road primary
file_7298,agriculture water habitation clear road primary
file_7299,agriculture water clear road primary
file_73,agriculture clear primary cultivation
file_730,water clear road primary
file_7300,clear primary
file_7301,agriculture water habitation clear road primary
file_7302,cloudy
file_7303,water clear road primary
file_7304,clear primary
file_7305,clear primary
file_7306,clear primary
file_7307,clear primary
file_7308,agriculture water clear road primary
file_7309,clear primary
file_731,clear primary
file_7310,agriculture partly_cloudy primary
file_7311,agriculture clear primary cultivation
file_7312,agriculture clear road primary
file_7313,clear primary
file_7314,partly_cloudy primary
file_7315,agriculture clear road primary
file_7316,clear primary
file_7317,clear primary
file_7318,cloudy
file_7319,clear primary
file_732,agriculture clear road primary cultivation
file_7320,clear primary
file_7321,agriculture water clear road primary
file_7322,clear primary
file_7323,agriculture clear road primary
file_7324,clear primary
file_7325,clear primary
file_7326,clear primary
file_7327,clear primary
file_7328,agriculture partly_cloudy road primary cultivation
file_7329,agriculture habitation clear road primary
file_733,agriculture clear road primary
file_7330,agriculture clear primary
file_7331,haze clear primary
file_7332,agriculture habitation clear road primary
file_7333,agriculture partly_cloudy water road primary
file_7334,agriculture partly_cloudy water road primary
file_7335,agriculture clear road primary
file_7336,clear primary
file_7337,clear primary
file_7338,agriculture clear primary cultivation
file_7339,clear primary
file_734,clear primary
file_7340,agriculture clear primary cultivation
file_7341,clear primary
file_7342,cloudy haze primary
file_7343,agriculture clear road primary cultivation
file_7344,agriculture partly_cloudy primary
file_7345,clear primary
file_7346,agriculture partly_cloudy clear road primary
file_7347,clear primary
file_7348,cloudy haze primary
file_7349,agriculture clear primary
file_735,partly_cloudy primary
file_7350,agriculture clear primary cultivation
file_7351,clear primary
file_7352,agriculture clear road primary cultivation
file_7353,agriculture water clear primary
file_7354,clear primary
file_7355,clear primary
file_7356,clear primary
file_7357,clear primary
file_7358,agriculture clear road primary
file_7359,agriculture water habitation clear road primary cultivation
file_736,agriculture clear road primary
file_7360,partly_cloudy primary
file_7361,agriculture partly_cloudy water primary
file_7362,clear primary
file_7363,cloudy
file_7364,agriculture water clear road primary
file_7365,clear primary
file_7366,clear primary
file_7367,agriculture water habitation clear road primary
file_7368,agriculture water habitation clear road primary
file_7369,partly_cloudy primary
file_737,agriculture water clear road primary cultivation
file_7370,water cloudy clear primary
file_7371,agriculture habitation clear road primary
file_7372,clear primary
file_7373,agriculture clear road primary cultivation
file_7374,clear primary
file_7375,agriculture clear primary
file_7376,clear primary
file_7377,agriculture clear primary cultivation
file_7378,clear primary
file_7379,clear primary
file_738,clear primary
file_7380,clear primary
file_7381,clear primary
file_7382,water clear primary
file_7383,agriculture habitation clear road primary
file_7384,clear primary
file_7385,agriculture habitation clear road primary cultivation
file_7386,agriculture clear primary
file_7387,clear primary
file_7388,agriculture habitation clear road primary cultivation
file_7389,agriculture clear primary
file_739,clear primary
file_7390,clear primary
file_7391,agriculture water cloudy haze primary
file_7392,clear primary
file_7393,agriculture water clear road primary
file_7394,agriculture partly_cloudy primary cultivation
file_7395,clear primary
file_7396,haze clear primary
file_7397,clear primary
file_7398,clear primary
file_7399,agriculture water clear primary
file_74,agriculture habitation haze clear road primary
file_740,agriculture water clear road primary
file_7400,artisinal_mine agriculture water habitation clear road primary
file_7401,clear primary
file_7402,agriculture clear primary cultivation
file_7403,clear primary
file_7404,agriculture water clear road primary
file_7405,agriculture clear primary cultivation
file_7406,agriculture water habitation clear road primary cultivation
file_7407,partly_cloudy primary
file_7408,agriculture clear road primary
file_7409,agriculture water habitation clear road primary
file_741,clear primary
file_7410,cloudy
file_7411,agriculture partly_cloudy habitation road primary
file_7412,cloudy haze primary
file_7413,agriculture water habitation clear road primary
file_7414,agriculture water clear road primary
file_7415,clear primary
file_7416,agriculture clear road primary
file_7417,water clear primary
file_7418,agriculture water haze primary
